major,minor,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47
s0,n1,0.2606,0.2693,0.2922,0.2426,0.2394,0.2020,0.1311,0.1438,0.2068,0.1758,0.3052,0.3367,0.3461,0.3819,0.3395,0.3703,0.3432,0.4731,0.4983,0.4491,0.3265,0.2436,0.1686,0.1565,0.1111,0.0874,0.1283,0.2016,0.1912,0.2834,0.2830,0.1349,0.1516,0.1711,0.1653,0.2127,0.1744,0.1562,0.1611,0.1651,0.2575,0.3892,0.3526,0.4015,0.3789,0.2443,0.1730,0.1265
s0,n2,0.2618,0.2707,0.3185,0.2755,0.2606,0.1765,0.1634,0.2174,0.3177,0.2839,0.3366,0.4178,0.4357,0.3899,0.3428,0.3210,0.3659,0.5028,0.5207,0.5538,0.4747,0.3895,0.3100,0.3345,0.3678,0.4299,0.4156,0.5052,0.4894,0.4629,0.3682,0.2687,0.2273,0.4861,0.3280,0.5017,0.4646,0.5180,0.4332,0.3955,0.4758,0.4511,0.4573,0.4160,0.4572,0.3421,0.2614,0.1777
s0,n3,0.2579,0.2638,0.2874,0.2540,0.2470,0.1661,0.1410,0.1522,0.2133,0.3107,0.3912,0.4679,0.5243,0.5482,0.5263,0.5966,0.6157,0.7035,0.8492,0.8124,0.7781,0.8127,0.7806,0.7435,0.7461,0.7851,0.8468,0.8252,0.7505,0.7747,0.7621,0.7273,0.6715,0.8089,0.7977,0.8567,0.8354,0.8536,0.8723,0.7505,0.8886,0.8633,0.8731,0.8875,0.8998,0.8783,0.8337,0.6947
s0,n4,0.2560,0.2541,0.2857,0.2918,0.2830,0.2081,0.1630,0.1790,0.2199,0.2657,0.3912,0.3812,0.3660,0.4571,0.3788,0.4477,0.4481,0.3896,0.4617,0.5455,0.4187,0.3993,0.2488,0.2149,0.1675,0.2638,0.2875,0.2991,0.1527,0.1989,0.2359,0.2241,0.1841,0.4205,0.4294,0.5610,0.7007,0.6683,0.6411,0.5669,0.7631,0.7082,0.7528,0.7135,0.6683,0.6617,0.5778,0.4760
s0,n5,0.2593,0.2473,0.2745,0.2483,0.2447,0.1589,0.0985,0.0911,0.1304,0.1585,0.2358,0.2652,0.2494,0.2340,0.2190,0.2349,0.2329,0.2586,0.3192,0.3510,0.2859,0.1853,0.1362,0.1447,0.1854,0.2141,0.2725,0.2698,0.3237,0.3147,0.2794,0.1573,0.1942,0.3123,0.3204,0.5088,0.6438,0.5924,0.7064,0.6583,0.7954,0.8269,0.7862,0.7866,0.7836,0.7741,0.7038,0.6846
s0,n6,0.2638,0.2610,0.2778,0.2373,0.2197,0.1599,0.0764,0.0669,0.0961,0.1197,0.1697,0.2019,0.1508,0.1723,0.1897,0.1671,0.2069,0.3006,0.4122,0.4014,0.2960,0.1784,0.1185,0.1416,0.2133,0.2565,0.2531,0.2607,0.2722,0.2344,0.2230,0.1451,0.1496,0.3120,0.3844,0.5517,0.6019,0.4552,0.4132,0.6058,0.7570,0.7830,0.7739,0.7519,0.6448,0.5780,0.6571,0.5375
s0,n7,0.2607,0.2569,0.2700,0.2391,0.2062,0.1509,0.0972,0.1030,0.1252,0.1842,0.2563,0.2515,0.3151,0.3603,0.3641,0.4170,0.4894,0.4382,0.5070,0.5999,0.4110,0.4058,0.3020,0.3328,0.2376,0.3039,0.3681,0.4520,0.2539,0.1952,0.2056,0.1742,0.1816,0.3071,0.2751,0.3562,0.4230,0.3535,0.2603,0.2688,0.3767,0.4618,0.3948,0.3736,0.3074,0.3253,0.2907,0.1436
s0,n8,0.2706,0.2803,0.3192,0.2955,0.2617,0.2012,0.1242,0.1277,0.1238,0.1941,0.3062,0.3772,0.4266,0.4531,0.4517,0.4469,0.4328,0.4801,0.5167,0.5237,0.3685,0.4283,0.3033,0.3140,0.2248,0.3826,0.5154,0.5131,0.3815,0.3363,0.3034,0.2225,0.2821,0.4361,0.5201,0.5445,0.5980,0.6117,0.5649,0.5221,0.5317,0.6322,0.6764,0.6482,0.5308,0.5504,0.4836,0.3234
s0,n9,0.2561,0.2340,0.2675,0.1992,0.1836,0.1268,0.0660,0.0704,0.0849,0.1302,0.1515,0.2211,0.2049,0.1802,0.1949,0.1960,0.1780,0.2592,0.2555,0.2972,0.1108,0.1330,0.0631,0.0588,0.0428,0.0528,0.1007,0.1029,0.0721,0.0626,0.0634,0.0489,0.0435,0.0911,0.2137,0.2694,0.3461,0.3146,0.3175,0.2863,0.3293,0.4114,0.4183,0.4448,0.3922,0.4249,0.4385,0.1816
s0,n10,0.2531,0.2366,0.2671,0.2259,0.1724,0.1312,0.0606,0.0539,0.0618,0.1139,0.1717,0.2694,0.2021,0.1517,0.1758,0.1619,0.1751,0.2274,0.2978,0.2798,0.1026,0.0711,0.0303,0.0301,0.0226,0.0360,0.0451,0.0661,0.0417,0.0280,0.0135,0.0052,0.0124,0.0199,0.0533,0.0912,0.1316,0.1179,0.2529,0.3077,0.4555,0.7021,0.6776,0.7958,0.6487,0.6199,0.5570,0.3221
s0,n11,0.2596,0.2642,0.3198,0.2858,0.2682,0.2379,0.1993,0.2273,0.2859,0.3451,0.4168,0.5021,0.4852,0.3932,0.4129,0.3041,0.3749,0.5171,0.5329,0.5848,0.3647,0.3169,0.2423,0.3910,0.3572,0.4031,0.4359,0.5943,0.4436,0.5231,0.5397,0.5795,0.6455,0.7342,0.7889,0.8660,0.8526,0.8195,0.9071,0.9113,0.9422,0.9897,0.9946,0.9989,0.9956,0.9950,0.9736,0.8985
s0,n12,0.2584,0.2516,0.2549,0.2127,0.1915,0.1272,0.0870,0.0910,0.1035,0.1801,0.2512,0.3160,0.3383,0.3312,0.3234,0.2614,0.3601,0.5663,0.5519,0.5994,0.4307,0.4375,0.3837,0.3497,0.3451,0.4224,0.4553,0.4877,0.3957,0.3936,0.4366,0.2589,0.3610,0.3693,0.3889,0.6047,0.5966,0.5174,0.3864,0.4347,0.5184,0.7381,0.7300,0.8224,0.8090,0.7294,0.7101,0.6636
s0,n13,0.2628,0.2739,0.2933,0.2453,0.2582,0.1882,0.1410,0.1776,0.2503,0.3474,0.4192,0.5491,0.5697,0.5533,0.4915,0.5056,0.5545,0.7188,0.7721,0.7645,0.6243,0.6447,0.6688,0.6746,0.5906,0.6379,0.6522,0.6514,0.4978,0.4275,0.4456,0.3151,0.3958,0.3738,0.4034,0.5111,0.4522,0.4309,0.4648,0.5307,0.6454,0.7424,0.8505,0.9255,0.9032,0.8665,0.9123,0.8198
s0,n14,0.2505,0.2307,0.2421,0.1880,0.1546,0.1051,0.0562,0.0748,0.1196,0.1783,0.2529,0.3356,0.2903,0.2117,0.2011,0.1305,0.1564,0.2575,0.3188,0.3039,0.1342,0.1716,0.0979,0.0997,0.1348,0.1459,0.1854,0.2134,0.1139,0.0907,0.0535,0.0303,0.0471,0.0556,0.1517,0.2351,0.2511,0.2520,0.4018,0.4703,0.6135,0.7675,0.7149,0.8651,0.7631,0.7310,0.7598,0.5200
s1,n1,0.2582,0.2697,0.2981,0.2665,0.2534,0.1668,0.1598,0.1665,0.2184,0.2731,0.2545,0.2974,0.2840,0.2995,0.2903,0.2584,0.2955,0.3848,0.4286,0.3591,0.2807,0.2465,0.1654,0.1789,0.1466,0.3128,0.3350,0.3556,0.2359,0.0787,0.0578,0.0141,0.0122,0.0419,0.1346,0.1725,0.2469,0.1083,0.1041,0.2265,0.3053,0.2432,0.2558,0.2174,0.2055,0.0883,0.1170,0.1416
s1,n2,0.2598,0.2783,0.3011,0.3128,0.3226,0.2839,0.2833,0.3343,0.3932,0.4707,0.5216,0.6183,0.6828,0.7389,0.7324,0.6863,0.6362,0.7271,0.8087,0.7608,0.6373,0.5372,0.2481,0.2625,0.1471,0.2157,0.2100,0.2424,0.1915,0.2092,0.1099,0.0300,0.0352,0.1280,0.1574,0.1939,0.3402,0.2510,0.2667,0.2250,0.2437,0.4129,0.4508,0.4708,0.5452,0.5440,0.3850,0.4025
s1,n3,0.2676,0.2824,0.2935,0.2837,0.2706,0.2352,0.2095,0.2272,0.2840,0.3095,0.4095,0.4412,0.5200,0.5312,0.5254,0.5158,0.5651,0.7061,0.6537,0.7158,0.6993,0.6091,0.4582,0.4530,0.5042,0.5796,0.7011,0.6877,0.6561,0.5229,0.5586,0.5722,0.6506,0.6696,0.6990,0.7439,0.7406,0.6404,0.5935,0.6479,0.7161,0.8665,0.8867,0.8751,0.8166,0.7648,0.7887,0.7400
s1,n4,0.2644,0.2658,0.3024,0.2987,0.3031,0.2419,0.2240,0.2311,0.3228,0.3973,0.5582,0.6543,0.7089,0.7203,0.7306,0.6786,0.7435,0.8373,0.8456,0.8704,0.8333,0.7485,0.6547,0.5905,0.4869,0.6545,0.7140,0.6684,0.6430,0.5401,0.5376,0.5691,0.6695,0.7274,0.7954,0.8388,0.7102,0.6664,0.5019,0.4811,0.5836,0.5645,0.5330,0.4916,0.4420,0.3228,0.2736,0.1151
s1,n5,0.2586,0.2494,0.2633,0.2717,0.2776,0.2158,0.1888,0.2180,0.2505,0.3393,0.3738,0.4293,0.4632,0.4332,0.3797,0.3260,0.3471,0.4573,0.5834,0.4993,0.4295,0.3940,0.2083,0.1892,0.1724,0.1913,0.2265,0.1429,0.1350,0.0805,0.1025,0.0701,0.1252,0.1874,0.2880,0.4048,0.5013,0.2908,0.2697,0.1732,0.2191,0.4321,0.4046,0.3429,0.3297,0.2436,0.2276,0.0869
s1,n6,0.2519,0.2238,0.2189,0.2247,0.2442,0.2076,0.1637,0.1862,0.2589,0.2767,0.3346,0.3685,0.3913,0.3730,0.2945,0.2231,0.3360,0.4012,0.4984,0.4618,0.4275,0.2948,0.1745,0.1126,0.1160,0.1671,0.2325,0.2729,0.2426,0.0738,0.0704,0.0185,0.0426,0.0465,0.1637,0.1386,0.0649,0.0379,0.0379,0.0329,0.0609,0.1197,0.1137,0.0403,0.0265,0.0294,0.0282,0.0136
s1,n7,0.2479,0.2385,0.2583,0.2411,0.1967,0.1319,0.0995,0.0835,0.1209,0.1094,0.1804,0.2340,0.2299,0.2061,0.2138,0.1870,0.2549,0.4370,0.4699,0.4726,0.4094,0.2955,0.2450,0.2191,0.1545,0.2762,0.2440,0.1949,0.1607,0.0764,0.0632,0.0441,0.0383,0.0481,0.0923,0.1824,0.0859,0.0435,0.0321,0.0288,0.0791,0.1344,0.1449,0.0874,0.0291,0.0402,0.0116,0.0035
s1,n8,0.2556,0.2745,0.3080,0.2980,0.2816,0.2092,0.1590,0.1495,0.2484,0.2125,0.2576,0.3376,0.2748,0.2818,0.2951,0.2592,0.3409,0.5151,0.6134,0.5962,0.5898,0.4409,0.4465,0.3337,0.3185,0.4721,0.5479,0.5528,0.5024,0.3400,0.3278,0.3555,0.2534,0.1937,0.3509,0.5085,0.2999,0.2151,0.1859,0.1368,0.1435,0.1895,0.1891,0.1273,0.0599,0.0656,0.0453,0.0403
s1,n9,0.2537,0.2468,0.2808,0.3066,0.3333,0.2640,0.2222,0.2207,0.3071,0.3388,0.4322,0.4896,0.4835,0.4585,0.4924,0.4640,0.5319,0.6069,0.7008,0.7571,0.6603,0.5785,0.5349,0.2682,0.2628,0.3488,0.4320,0.4106,0.3834,0.2724,0.1995,0.1783,0.2027,0.2145,0.4024,0.5039,0.1991,0.1305,0.1409,0.1417,0.2344,0.3628,0.2483,0.1560,0.1357,0.1695,0.1200,0.1144
s1,n10,0.2555,0.2398,0.2533,0.2915,0.2792,0.2130,0.1716,0.1349,0.1412,0.1096,0.1911,0.2005,0.2035,0.2355,0.1887,0.1311,0.1832,0.2734,0.3745,0.4235,0.2934,0.2121,0.1301,0.0523,0.0496,0.1613,0.2758,0.2373,0.1710,0.0780,0.0434,0.0301,0.0457,0.0662,0.1324,0.2306,0.1505,0.0759,0.0542,0.0293,0.0412,0.0758,0.0873,0.0407,0.0477,0.0730,0.0446,0.0475
s1,n11,0.2653,0.2784,0.2971,0.3265,0.3058,0.2260,0.1859,0.1446,0.1583,0.1584,0.1982,0.2169,0.1987,0.2258,0.1785,0.1343,0.1895,0.1969,0.2846,0.3404,0.2160,0.1458,0.0679,0.0466,0.0511,0.0727,0.1893,0.1726,0.1144,0.0676,0.0413,0.0156,0.0309,0.0427,0.1358,0.2766,0.1149,0.0772,0.0830,0.0963,0.1822,0.1892,0.2161,0.0717,0.0300,0.0305,0.0173,0.0273
s1,n12,0.2706,0.3009,0.3165,0.3139,0.3018,0.2372,0.1759,0.1387,0.1108,0.1336,0.2309,0.2643,0.3006,0.2914,0.3108,0.2871,0.3478,0.3820,0.4619,0.4139,0.3659,0.2663,0.1782,0.1611,0.1976,0.2605,0.4491,0.3878,0.2724,0.1191,0.0541,0.0205,0.0586,0.0836,0.2495,0.3203,0.2886,0.2149,0.2124,0.3419,0.4659,0.5579,0.4444,0.2181,0.1407,0.1538,0.2013,0.2336
s1,n13,0.2644,0.2971,0.3290,0.3274,0.3148,0.2661,0.2027,0.1809,0.1893,0.2123,0.2758,0.3796,0.4152,0.4295,0.4426,0.4222,0.4507,0.4605,0.5051,0.4795,0.3697,0.2519,0.1750,0.1257,0.1492,0.1876,0.2817,0.2660,0.1563,0.1446,0.0976,0.0829,0.1942,0.2712,0.4536,0.4320,0.2667,0.2895,0.3048,0.2943,0.3891,0.6212,0.6063,0.3712,0.3481,0.2449,0.2100,0.3192
s1,n14,0.2513,0.2362,0.2417,0.2716,0.2562,0.1938,0.1372,0.1078,0.1399,0.1486,0.1860,0.2350,0.2150,0.2643,0.2265,0.1634,0.1739,0.1698,0.2441,0.2120,0.1329,0.1342,0.0697,0.0442,0.0277,0.0593,0.1172,0.1266,0.0904,0.0412,0.0165,0.0092,0.0193,0.0350,0.0855,0.1555,0.0552,0.0202,0.0108,0.0058,0.0111,0.0297,0.0284,0.0105,0.0078,0.0168,0.0064,0.0152
s2,n1,0.2648,0.2792,0.3358,0.4183,0.4475,0.3869,0.3286,0.2928,0.3635,0.3777,0.4311,0.4347,0.3811,0.2970,0.2473,0.2263,0.2671,0.3486,0.4266,0.4720,0.5154,0.5093,0.4260,0.4372,0.5055,0.4905,0.5601,0.6225,0.6202,0.6777,0.5991,0.4978,0.6046,0.6800,0.8001,0.8695,0.9077,0.8595,0.8293,0.8523,0.8516,0.9607,0.9786,0.9234,0.8657,0.8744,0.8301,0.9186
s2,n2,0.2644,0.2793,0.2822,0.2926,0.2739,0.2449,0.1913,0.1445,0.1588,0.2225,0.2515,0.2684,0.1935,0.2333,0.1592,0.1593,0.3063,0.3732,0.4901,0.4553,0.5032,0.4846,0.3515,0.3157,0.3359,0.3470,0.4007,0.4129,0.5035,0.5071,0.4765,0.3767,0.2946,0.4422,0.5690,0.5484,0.5104,0.5328,0.5884,0.6086,0.6947,0.6992,0.8533,0.7920,0.7890,0.8149,0.7991,0.7864
s2,n3,0.2570,0.2665,0.2764,0.2819,0.2615,0.2187,0.2136,0.1571,0.2412,0.3173,0.3600,0.3373,0.2937,0.2152,0.2024,0.2392,0.4071,0.4511,0.5900,0.5736,0.4356,0.4842,0.4639,0.4997,0.5677,0.3933,0.3544,0.3159,0.3564,0.3702,0.3123,0.2193,0.1544,0.3105,0.4884,0.5238,0.4727,0.4805,0.4606,0.4959,0.5236,0.5309,0.7644,0.7249,0.6354,0.7478,0.4740,0.3022
s2,n4,0.2583,0.2669,0.2716,0.2946,0.3073,0.2846,0.2751,0.2259,0.3063,0.4305,0.5167,0.5895,0.5890,0.5437,0.6146,0.6399,0.7715,0.8297,0.8681,0.9131,0.8790,0.9020,0.8883,0.8975,0.9242,0.8810,0.8919,0.8551,0.8613,0.8978,0.8395,0.7940,0.7282,0.8394,0.8963,0.9412,0.9315,0.9083,0.8746,0.7795,0.8157,0.7876,0.8668,0.7724,0.5670,0.6081,0.6143,0.5385
s2,n5,0.2548,0.2510,0.2576,0.2835,0.2779,0.2461,0.2031,0.1306,0.1495,0.2418,0.3719,0.3822,0.2823,0.2601,0.1953,0.2336,0.3690,0.4777,0.5486,0.6093,0.6028,0.6616,0.5391,0.5182,0.5274,0.5094,0.5299,0.6068,0.7016,0.5852,0.3858,0.3084,0.3633,0.4938,0.6038,0.7369,0.6345,0.4846,0.4695,0.4693,0.5487,0.4756,0.5720,0.4957,0.5260,0.3957,0.3485,0.3357
s2,n6,0.2625,0.2831,0.3250,0.3269,0.3383,0.3223,0.2489,0.2070,0.2011,0.2854,0.3693,0.4299,0.3534,0.2650,0.1981,0.1969,0.2359,0.3870,0.5320,0.6609,0.6224,0.6735,0.6006,0.5073,0.6043,0.6537,0.7066,0.7843,0.8488,0.8436,0.7378,0.6653,0.6542,0.8145,0.8783,0.9161,0.9173,0.9298,0.9113,0.8762,0.9376,0.9491,0.9487,0.9352,0.9032,0.8420,0.7839,0.8434
s2,n7,0.2501,0.2252,0.2334,0.2476,0.2274,0.2191,0.1636,0.1080,0.1755,0.2668,0.3636,0.3652,0.3398,0.3548,0.4019,0.4032,0.4915,0.6360,0.7412,0.8487,0.7885,0.8065,0.7225,0.7428,0.8641,0.8837,0.8734,0.7976,0.7526,0.7791,0.7164,0.6838,0.7425,0.8072,0.8365,0.8694,0.9022,0.8312,0.8212,0.7036,0.6344,0.6546,0.7868,0.7923,0.6062,0.6325,0.5740,0.5503
s2,n8,0.2570,0.2462,0.2630,0.2958,0.2614,0.2727,0.2012,0.1605,0.1803,0.2425,0.3202,0.2916,0.2416,0.2224,0.2527,0.3059,0.4086,0.5249,0.6089,0.7108,0.6501,0.6820,0.6420,0.6470,0.7147,0.7624,0.6965,0.6335,0.6241,0.6885,0.6190,0.5646,0.5492,0.5444,0.6441,0.7743,0.7750,0.7061,0.6965,0.4445,0.4058,0.4512,0.6444,0.6780,0.6433,0.6809,0.7019,0.7040
s2,n9,0.2559,0.2341,0.2416,0.2834,0.2433,0.2314,0.1601,0.1430,0.1427,0.1542,0.2133,0.2285,0.1601,0.1216,0.1181,0.1734,0.2899,0.3556,0.5215,0.5099,0.5057,0.4880,0.4861,0.5589,0.6486,0.6700,0.6730,0.6025,0.6223,0.6731,0.5817,0.5542,0.5256,0.5374,0.6786,0.7900,0.7804,0.6963,0.7041,0.4320,0.4144,0.3473,0.3409,0.5136,0.4518,0.5413,0.4300,0.3558
s2,n10,0.2542,0.2497,0.2976,0.3521,0.2996,0.2821,0.2022,0.1506,0.1763,0.2212,0.2874,0.3392,0.3027,0.1938,0.1597,0.1464,0.2154,0.3094,0.3977,0.4779,0.4457,0.4273,0.3963,0.4772,0.5791,0.6366,0.7294,0.6278,0.6584,0.6971,0.4632,0.4814,0.4217,0.4050,0.3607,0.6349,0.5452,0.3582,0.3007,0.1707,0.3140,0.3040,0.2203,0.3517,0.2791,0.2837,0.2376,0.2220
s2,n11,0.2606,0.2624,0.2926,0.3233,0.2610,0.2155,0.1446,0.1176,0.1227,0.1669,0.1913,0.2444,0.2275,0.1596,0.1167,0.1157,0.1607,0.2641,0.3291,0.4038,0.3618,0.3457,0.3359,0.3017,0.3658,0.3763,0.4421,0.3909,0.4009,0.4566,0.2829,0.1989,0.1623,0.2968,0.4015,0.7147,0.5747,0.4126,0.3990,0.2897,0.3688,0.4009,0.3268,0.3265,0.3014,0.2775,0.1954,0.2309
s2,n12,0.2487,0.2042,0.2185,0.2237,0.1745,0.1432,0.1278,0.0800,0.1231,0.1904,0.2108,0.2533,0.2198,0.1664,0.1365,0.1832,0.2630,0.2892,0.3229,0.2744,0.2710,0.2013,0.1483,0.1729,0.1724,0.1927,0.3348,0.3608,0.3013,0.2893,0.1612,0.0782,0.1960,0.4606,0.5573,0.6535,0.5369,0.6426,0.6247,0.5593,0.7022,0.6909,0.6935,0.7409,0.7294,0.7746,0.6816,0.7034
s2,n13,0.2527,0.2284,0.2678,0.3082,0.2563,0.2164,0.1957,0.1524,0.2513,0.3375,0.3296,0.3412,0.2641,0.1973,0.1841,0.1764,0.2801,0.4058,0.4082,0.4085,0.4018,0.3813,0.3297,0.2908,0.2660,0.3412,0.4490,0.4937,0.3576,0.2350,0.0714,0.0278,0.0644,0.1397,0.2216,0.3435,0.1787,0.1784,0.1421,0.1116,0.1486,0.1382,0.2334,0.2068,0.1779,0.2438,0.0893,0.0977
s2,n14,0.2531,0.2407,0.2819,0.3443,0.2738,0.2470,0.1780,0.1474,0.1932,0.2232,0.2446,0.2865,0.2447,0.1307,0.1113,0.1440,0.1961,0.2866,0.2918,0.3371,0.3199,0.2423,0.2500,0.3104,0.3596,0.3939,0.5465,0.4317,0.4470,0.4370,0.2136,0.2174,0.2207,0.3123,0.3555,0.6431,0.4553,0.3765,0.3763,0.2625,0.4348,0.4102,0.3634,0.4184,0.5132,0.4354,0.2606,0.2117
s3,n1,0.2648,0.2808,0.3105,0.2952,0.3172,0.2247,0.1684,0.1793,0.2322,0.2924,0.3086,0.3810,0.3647,0.3785,0.4187,0.3820,0.3594,0.4447,0.3168,0.3450,0.4240,0.3167,0.2673,0.1689,0.2494,0.2107,0.1616,0.1702,0.1588,0.1769,0.0921,0.1216,0.1571,0.2111,0.3634,0.5174,0.4702,0.5676,0.6080,0.7794,0.7807,0.8637,0.8521,0.8199,0.7583,0.5240,0.4210,0.2577
s3,n2,0.2576,0.2748,0.2908,0.2737,0.2186,0.1254,0.1045,0.1188,0.1460,0.2074,0.2865,0.3945,0.4705,0.5485,0.5846,0.5468,0.5604,0.5917,0.5315,0.4797,0.5037,0.6062,0.5171,0.3682,0.4309,0.3920,0.4778,0.3974,0.5296,0.5288,0.4470,0.4327,0.4396,0.4876,0.6185,0.5679,0.6648,0.5117,0.7205,0.7238,0.6952,0.6683,0.6965,0.7955,0.8223,0.6965,0.5490,0.3932
s3,n3,0.2667,0.2734,0.3217,0.3311,0.2889,0.2056,0.1320,0.1130,0.1097,0.1683,0.2352,0.3525,0.3807,0.3651,0.3713,0.3356,0.4140,0.3531,0.3065,0.4105,0.3155,0.3078,0.2593,0.2507,0.3099,0.1969,0.2073,0.1425,0.1459,0.1146,0.0701,0.0440,0.0469,0.0768,0.1052,0.0660,0.0492,0.0442,0.0575,0.0601,0.0512,0.0521,0.0706,0.0872,0.0598,0.0356,0.0148,0.0062
s3,n4,0.2639,0.2969,0.3469,0.3537,0.3370,0.3106,0.2557,0.2266,0.2962,0.3702,0.4856,0.6495,0.7427,0.7451,0.6705,0.6007,0.5798,0.5539,0.6396,0.7253,0.6687,0.6197,0.6095,0.5916,0.6338,0.5243,0.5030,0.3043,0.2768,0.2206,0.1526,0.1085,0.1772,0.2732,0.3842,0.3364,0.4076,0.4236,0.5049,0.4143,0.4116,0.3769,0.4863,0.5385,0.3782,0.2597,0.1769,0.0669
s3,n5,0.2586,0.2575,0.2879,0.2668,0.2613,0.2021,0.1656,0.1478,0.1862,0.2206,0.3138,0.4462,0.5564,0.5940,0.5728,0.5635,0.6127,0.7472,0.6989,0.7321,0.6891,0.7715,0.7255,0.6106,0.7549,0.7114,0.6265,0.5990,0.6345,0.5271,0.3706,0.3707,0.3757,0.4589,0.5174,0.5521,0.6946,0.5774,0.6331,0.6625,0.6776,0.7730,0.7821,0.8115,0.7587,0.6245,0.3985,0.3105
s3,n6,0.2559,0.2597,0.2926,0.2947,0.3403,0.2534,0.1667,0.1948,0.2755,0.2868,0.3275,0.4344,0.5529,0.5842,0.5824,0.4908,0.5082,0.6590,0.6130,0.5696,0.5708,0.5241,0.4821,0.3824,0.5560,0.5104,0.4052,0.3498,0.4560,0.3966,0.2546,0.1790,0.2183,0.2840,0.3621,0.4913,0.7445,0.7189,0.7594,0.7590,0.7671,0.7014,0.7004,0.7607,0.5884,0.4892,0.2808,0.0740
s3,n7,0.2617,0.2895,0.3152,0.3125,0.3115,0.2658,0.2138,0.1900,0.2185,0.2934,0.3357,0.4345,0.4772,0.5411,0.4799,0.4447,0.5003,0.6048,0.7083,0.7321,0.6912,0.6311,0.6434,0.6875,0.7825,0.7666,0.6701,0.5672,0.5061,0.4426,0.3564,0.3075,0.3467,0.5236,0.6982,0.6637,0.7873,0.6926,0.6861,0.7227,0.6107,0.6505,0.7219,0.6880,0.6845,0.4470,0.2827,0.1901
s3,n8,0.2524,0.2554,0.2651,0.2542,0.2713,0.2090,0.1709,0.1581,0.1811,0.2587,0.3087,0.3465,0.4319,0.4239,0.3565,0.2928,0.3434,0.3823,0.5147,0.5885,0.5601,0.4523,0.4315,0.5238,0.6956,0.7128,0.6059,0.5451,0.5850,0.5742,0.5007,0.4312,0.4405,0.5313,0.5909,0.6389,0.7897,0.7452,0.7475,0.6707,0.5457,0.6409,0.7445,0.7450,0.7332,0.5740,0.5576,0.3504
s3,n9,0.2511,0.2547,0.2610,0.2505,0.2476,0.1721,0.1403,0.1405,0.1814,0.2677,0.3113,0.3850,0.4718,0.4601,0.3915,0.3203,0.3415,0.3697,0.4066,0.4801,0.4110,0.2949,0.2783,0.2806,0.4833,0.5255,0.5414,0.4725,0.5342,0.5825,0.5815,0.5499,0.4702,0.6025,0.6799,0.7085,0.8563,0.8244,0.8867,0.8766,0.9143,0.8954,0.9178,0.9416,0.9248,0.8148,0.7872,0.5161
s3,n10,0.2594,0.2943,0.3065,0.3221,0.3425,0.3016,0.2861,0.3296,0.3637,0.4127,0.4563,0.4891,0.5669,0.5746,0.5152,0.4666,0.4771,0.5359,0.5434,0.5750,0.5776,0.4187,0.3357,0.3358,0.5296,0.5961,0.6152,0.5303,0.4683,0.4961,0.4433,0.4457,0.2805,0.3567,0.4597,0.5420,0.7324,0.6670,0.6912,0.6139,0.8085,0.7693,0.7257,0.7504,0.5948,0.3417,0.2443,0.1056
s3,n11,0.2491,0.2622,0.2972,0.3243,0.3302,0.2759,0.2232,0.2086,0.2455,0.2720,0.2643,0.3022,0.3640,0.3539,0.3364,0.2575,0.2463,0.2677,0.2411,0.2538,0.3021,0.1915,0.1091,0.0921,0.1484,0.1906,0.2309,0.1599,0.1837,0.1778,0.0793,0.0805,0.0415,0.0772,0.1215,0.1724,0.3382,0.3056,0.3224,0.3226,0.3311,0.3118,0.2737,0.3303,0.1543,0.0259,0.0050,0.0010
s3,n12,0.2568,0.2543,0.2513,0.2511,0.2365,0.1697,0.1596,0.1664,0.2073,0.3006,0.3625,0.3937,0.4651,0.4569,0.4507,0.4431,0.3720,0.4659,0.4912,0.4342,0.4611,0.4237,0.3047,0.2851,0.3302,0.4134,0.4893,0.4256,0.5026,0.5740,0.4606,0.4244,0.2931,0.3302,0.4484,0.6091,0.7670,0.7198,0.8342,0.8872,0.8478,0.8423,0.6934,0.7827,0.7458,0.4043,0.1977,0.0804
s3,n13,0.2566,0.2657,0.3032,0.3210,0.2977,0.2505,0.2264,0.2103,0.2622,0.3282,0.2927,0.3376,0.4024,0.3642,0.3431,0.2919,0.2805,0.4168,0.4457,0.5245,0.5024,0.3568,0.2985,0.2707,0.3084,0.4243,0.5708,0.5179,0.6197,0.6293,0.5364,0.4328,0.2439,0.3428,0.3865,0.4861,0.5482,0.4672,0.5477,0.6491,0.6270,0.6428,0.4530,0.5231,0.4715,0.2364,0.0630,0.0114
s3,n14,0.2403,0.2233,0.2290,0.2325,0.2428,0.1998,0.1800,0.1507,0.1787,0.2290,0.2581,0.2757,0.3172,0.3498,0.2807,0.2624,0.2847,0.3202,0.3490,0.3555,0.2662,0.1543,0.1622,0.1768,0.2381,0.2222,0.3437,0.2460,0.2162,0.1617,0.1285,0.1261,0.0880,0.1010,0.1950,0.2985,0.4567,0.3988,0.4039,0.4668,0.6427,0.6112,0.6584,0.7601,0.5983,0.3484,0.2354,0.1355
